"","mse.vanillalasso.poly","mse.plainlasso.poly"
"1",71.3053849868424,71.7111600705871
"2",77.5549249035367,78.7442662686822
"3",76.1973613916024,77.8723543045013
"4",70.8114841197775,71.2540568501966
"5",72.9035722442064,73.7872470763942
"6",73.2819384941511,74.8690443036552
"7",70.5447623001071,70.617625607701
"8",72.4915002174096,73.8646792803523
"9",80.2418541148436,77.622220280372
"10",69.59791109943,70.1293896188611
"11",76.9376317387713,75.3828626854791
"12",76.039117068911,76.4434885425519
"13",73.4474843413903,76.6901293970406
"14",72.0381043538588,73.9949326026084
"15",74.1849973706994,75.7689980670176
"16",70.2865138402196,69.6846696380376
"17",76.3267993214976,73.4166438544584
"18",71.2289468370456,72.4988536960484
"19",72.787955288635,72.7993318833979
"20",72.7736116272743,72.5073731793024
"21",74.5986570190622,74.2630058527017
"22",71.8998943150129,72.8740981736927
"23",72.293997742105,72.1471117688663
"24",71.5248904400759,72.6691560932722
"25",79.2198280114025,77.2002641838478
"26",74.1809326877889,75.5892017093135
"27",79.4354793588435,81.2530574272962
"28",75.804899618912,77.4335454007363
"29",73.2643534288483,75.736028775625
"30",72.0814501172129,73.7146724051161
"31",75.5091765515727,75.9665697171517
"32",73.6775383306874,74.7342615208141
"33",71.6073866621845,72.4828054394014
"34",69.3485887696834,70.2721846985886
"35",78.1027391315461,77.5622902956688
"36",72.7911840048608,74.7129875587169
"37",75.2494446536134,75.1209329080602
"38",71.9166375967714,72.4193973062985
"39",75.6823415299033,77.4272679550107
"40",70.1013613554027,70.6875985428832
"41",73.4048644047408,74.742382828195
"42",69.9230640406066,70.806305452695
"43",75.5481186848513,75.5872963229535
"44",72.5520280272078,73.7502844045101
"45",78.5089833252981,79.15216072419
"46",70.319456849962,74.6338142236114
"47",73.9082652354448,73.3254265316172
"48",73.572094034062,74.8754913944782
"49",73.6642086942101,71.8236359229247
"50",71.1370473020214,71.7645282029154
