"","mse.vanillalasso.poly","mse.plainlasso.poly","mse.vanillastep.poly","mse.plainstep.poly","mse.shim.poly"
"1",70.4284732324042,71.801091492864,84.2362812625512,86.0253098103989,68.6630778225581
"2",75.4241032436676,77.3873237623683,90.5166355119852,90.1596611544872,71.7276966011033
"3",76.1446992524364,81.0188002324963,83.5364522581951,80.9986305698502,80.8853334183132
"4",68.6652190601433,69.2946677517444,108.63881010509,109.136675429312,66.060288736683
"5",74.2927273123408,75.7205920275479,89.997804953799,86.4041934858645,69.9501184291029
"6",77.2716940234254,79.0720205430249,85.9607830562822,86.4947481541938,71.0461613766854
"7",71.3550212310611,71.3896826400505,79.6264729755368,79.4321053252948,67.4395929202022
"8",75.7863548872944,75.5206688361488,106.267555839573,96.8077078019011,67.8438367791836
"9",80.6725134545134,75.9487264030642,74.1135147535745,73.9577260276614,73.9732561027547
"10",75.8605528319885,74.7452204277944,84.2967109697466,85.7293389314859,69.4822169754157
"11",74.671516087367,74.8893321986783,91.5659271651811,91.8067321224424,67.4219088718704
"12",70.7864009958554,71.836707062599,84.4927210627843,80.8419907989474,71.8959353484921
"13",71.0571726808777,75.8764893157096,82.9437270986658,85.399582957579,71.9161056810874
"14",69.8192350270781,70.5239784225144,72.1522389863357,74.6497775501222,68.7126880793055
"15",72.8464627425808,72.7884113552927,82.004493224313,82.9496255841067,68.0870853733839
"16",68.4991489871416,67.9608794060746,79.1412668601636,79.6305915416815,65.4799174576668
"17",75.3099297999267,72.6777446546389,92.129428122886,90.4338779438747,68.6185039082186
"18",73.5426456255594,74.1270486445,84.6654001600951,85.0341046361719,74.3126889488953
"19",75.8505599840491,74.2517522465633,94.6294296693947,96.3164369602169,67.9460712609802
"20",72.699134426798,72.4223128075397,91.5762290697468,91.9329442456653,74.1764304334871
"21",78.5041785959388,76.7070293728916,95.5754869738127,94.8724885163687,70.1249043200613
"22",71.733652942207,70.1050341681363,86.977545613718,83.1984577183923,65.6137108804327
"23",71.6428411889002,73.5629179068386,87.5871336747579,93.0513778053552,69.1625409455507
"24",73.4543269259412,74.6635791933353,75.9415753747336,76.0552742724176,67.9008791834608
"25",75.0541534489326,76.7951923670378,83.2316425158904,81.2950364781939,68.2701831657725
"26",76.6105444194803,76.2944182339271,93.9058490153679,96.2148920010801,69.6280412973093
"27",81.3094732008895,80.7743020074875,100.583921758109,101.74991417832,77.508066428718
"28",78.0958147103245,76.8670693407683,82.3013010128619,80.7760587193413,71.4625161438218
"29",73.5071669164234,73.7724891802233,82.1473611185485,85.9634171091934,69.6246547408324
"30",68.8006188338637,71.776456535368,76.7905765843894,88.571060411802,71.9070271076827
"31",74.7487964434018,75.3759371284053,80.6264772777093,83.5897986622315,71.4158495795542
"32",73.4605548847422,73.6705500973662,75.4273378930499,77.8634739409857,69.7055239704713
"33",69.9691838951225,69.8397849950379,82.2922741744664,82.3941499787028,67.1735085921874
"34",69.3020825244582,70.7033850330911,76.7452303204337,77.3219802070182,67.1905346979589
"35",75.8259944256967,76.9628969829896,87.3874909475039,87.8425595805482,68.4505170026964
"36",74.3480985653517,73.7410799369359,89.356976689813,89.3273324309441,69.6403748544562
"37",72.0089726174038,71.8023125605161,84.6773778330486,87.4585760025538,68.7162566513784
"38",78.2892330707669,79.8984682774226,84.3037102334757,85.5072471018452,67.1151564480896
"39",77.8054132856967,76.5452593179713,88.9638008510096,89.6242297266652,76.055539281953
"40",71.6104889067282,71.7008737182404,73.9592278633899,76.4562331636453,66.8249256579612
"41",71.042424121887,72.7993223361715,83.7776564485342,83.2902049581354,67.6327085342289
"42",68.3038700557334,68.3289759726978,79.8291178364907,79.781247474536,66.7607744377442
"43",72.2306450222913,73.1757239711095,86.1442760993716,87.7451676342508,67.7530706617719
"44",72.6794405804611,74.606044035316,84.0969624477719,85.1671510000136,69.1188857065851
"45",75.9698159860986,76.2446256856735,85.5118371808333,86.606393679056,74.403415611363
"46",69.2142999765286,69.6313869291371,94.8873612310871,92.8753893940353,71.593247787213
"47",74.2669480022854,72.9987727485103,82.9949672567141,82.7700011890758,66.3648228159088
"48",80.2344400974523,78.5942331201207,92.8584197131992,93.8060568047769,68.9171834543103
"49",71.9534335700265,71.6049490837308,85.4349979603559,83.0980988043436,73.7355219525113
"50",76.0024699050803,79.5903949882234,86.4773117975801,88.365116352492,68.5679592991841
